#-	x=0.5
#-    n			Jn(x)
       0         0.9384698072E+00
       1         0.2422684577E+00
       2         0.3060402346E-01
       3         0.2563729995E-02
       4         0.1607364764E-03
       5         0.8053627241E-05
       6         0.3360684629E-06
       7         0.1201586733E-07
       8         0.3758223155E-09
       9         0.1044676759E-10
      10         0.2613177361E-12
      11         0.5941853962E-14
